@relation 'Twitter Sentiment Analysis SemEval Dataset'

@attribute content string
@attribute class {positive,neutral,negative}

@data
'After watching the campaign again I have realized that Step Brothers is still the funniest Will Ferrell movie but this one is in 2nd place',positive
'@_Sherwood12 he\'s on the plane to Amsterdam now, bet he\'s not in class tomorrow',negative
'@_bethanygarland I really wanna go to one of his things! Did you watch his new thing on channel 4 last Friday? xx',positive
'I -may- be the only girl on the face of the earth that DOESN\'T find Channing Tatum attractive. #callmecrazy #justsayin #donthateme',negative
'Obama may have been better off staying put, personally I\'m glad he\'s back on the trail- he\'s helping move people to Mitt!',positive
'Cold pizza and Mass Effect 3. I want my leg healed!! Going to look up some voodoo shit. I\'ll be walking, jumping and running tomorrow.',negative
'Remember Cupid at Convo last year with the bomb candy bar?? If you liked that, you\'ll LOVE next Tuesday\'s Tr http://t.co/af9hu4pU',positive
'On November 16 ; me, my mom, and my sister are going to see \\\"\"Breaking Dawn: part 2\\\"\" #judgeus',negative
'Channing tatum will be in white oak tomorrow...for all you stalkers out there',negative
'@Brett_Elliott8 I fly that Saturday the 15th from Detroit to Amsterdam then up to Newcastle',negative
'My dad & the builder are talking about City and it turns out the builder is sat the row behind me at the Aston Villa game, fuck sake',negative
'Games played during the week are now more interesting than Super Sunday!',positive
'#hulu Video Game Trailers - Launch Trailer: Check out the launch trailer for Mass Effect 3. Added: Fri Oct 26 00... http://t.co/XsbCPkVe',negative
'@Pastorjoshg @corylethgo @KevinCabe @kcabe21 I\'d watch Cougar Town over this any day! January 8 on TBS. Very funny. #firedooley',positive
'Stacie just hit me up and said my packages might be up here tomorrow if that\'s the case I\'m not going to the rave in San Fran. #priorities',negative
'Of course it\'s Aston Villa.  Played them off the park on Saturday.  Bring it on!',negative
'@kevins980 matching Cofield in sacks. But, this is only the 1st pre-season game so.... we\'ll see.',negative
'Give me 5 mins with Candy the dancer from Deja Vu I\'m nutting on my 4th pump she that bad lol',negative
'Kevin Hart show at MSG on November 10th is going to be beautiful',positive
'@heeydems Do you know ?they may not but we\'re so fond of all the countries . Uh,happy Republic Day .',positive
'@shootingrocks cof cof~  someone is going to Germany on november 30 ...oh I really envy you   :)  http://t.co/kZZoR8Az',positive
'Thank you snow for cancelling classes today. Now you may stop snowing, so that I can drive to Chapel Hill tomorrow. I\'d really appreciate it',positive
'Chick in my class said Flacco is the best QB in the league. 1- why is a chick talkin football. 2. I cant wait for class tomorrow lol',positive
'#entrepreneur #angelinvestor pitch in on the new birthday party / Super Bowl Sunday treat http://t.co/HcU3990c',positive
'#OilersMobile: July 20: Sam Gagner | http://t.co/MisqEmgQ   @gagns89 nice to have you there for at least another year!',positive
'think i might go see flight tomorrow just because Denzel Washington ..',positive
'Mohamed Nasheed\'s Press brief about CONI report - 31 Aug 2012: http://t.co/niN6zHhn via @youtube',negative
'I wish the best of luck to the boro football players and hope they kick butt Saturday for shaun #WinItForShaun',positive
'Calling all reality TV fans: We\'re inviting LI reality TV stars to join a Google+ Hangout on Sunday and you can too. http://t.co/WzO0bhVm',negative
'Honesty is often best policy: Fabio Capello, Russia coach: \\\"\"I was hoping Ronaldo\'s injury was more serious so he couldn\'t play tomorrow.\\\"\"',negative
'Bestie we gotta go see \\\"\"flight\\\"\" with Denzel Washington, comes out Friday. Seems so good @Bsociallyactive',positive
'I don\'t know what y\'all will be doing on November 1, but I\'ll be in a Google+ Hangout with Jordy Nelson!! #squeeeeee',negative
'Dinner in Athens with my friend, @stevebeuerlein. Preparing for our game on @SEConCBS this Saturday. #OleMiss #Georgia http://t.co/4QqWxtnd',negative
'@Yvette_Elena :) Most def, i think when you come tomorrow the boys will be here.',positive
'This is Austin Rivers 1st game and people sucking him he a rookie chill !',negative
'@goatmilkstuff Hello. May I ask how did you get on set of Castle?',negative
'Throwback Thursday! Daddy and Joe Pa! RIP to, in my eyes, still the most winningest coach in college footbal http://t.co/VhJcXZOR',positive
'@HockeyyInsiderr \\\"\" @OilersNow: Gagner\'s agent says talks continue, will have hearing on Friday if no deal\\\"\" MSM just proved you\'re #clueless!',negative
'Im enjoying Celebrity Juice instead of sleep, going to be fooked tomorrow though',positive
'The Woman In Black - the legendary ghost thriller, touring to Dubai and Abu Dhabi in November & December. More... http://t.co/2uz56zci',positive
'Can it please be Wednesday and POTUS has been re elected. Then we can move this country #Forward!',negative
'Jacksonville really sound like the move tomorrow',negative
'#ASimpleLife opens tomorrow at Lee\'s 4-Star in San Fran - Roger Ebert called it \\\"\"one of the year\'s best films\\\"\" http://t.co/q0Cz0lz6',negative
'@JessieWagnon @tcswagg NOOOOOOOOO!!!!!! Maybe you can just look over it right before the test tomorrow and do that first',negative
'#hcafc loan keeper Ben Amos named in the England under-21s side to face Azerbaijan next Thursday and Norway on Sept 10.',negative
'norv turner calls a play action pass on 1st & goal at the half-yard line, rivers throws a pick. #chargers',negative
'Celebrity Juice. Best thing on about a Thursday',positive
'@SteveRattner @JoeNBC @morningmika My friends and I are betting Joe wets his pants when he sees the whopping Mittens will get Nov 6',negative
'@ahmedthalib waheed proposed mdp to join the  gov prior CoNI\'s verdict. 7 feb controversial power transfer refrained mdp joining the govt.',negative
'Me and @hayleyrose booked in to see A Good Day To Die Hard on February 14 2013 (Valentine\'s day).',negative
'\\\"\"@AmianaTyransky: Frankie: I think I\'m gonna have a date with my bed tomorrow Me: same.\\\"\" That\'s my boy',positive
'Pray for Mohamed Morsi the new President of Egypt that he may continue to be a leader for freedom and peace.  http://t.co/f0LKm17i',positive
'I may spend a lot of my free time riding on random elevators hoping for a chance encounter with Bill Murray...',positive
'WVU goes for it on every 4th down. Is our kicker worst than Cundiff?',negative
'@Rhayne_Mac1 was it Becky? cause she told me about it.. i\'ll figure it out tomorrow..',negative
'Axl Rose needs to just give up. Now. Not later, not soon, not tomorrow. NOW!',negative
'Dr. Mohamed Morsi announced as Egypt\'s 1st elected President after the glorious 25th of Jan Revolution. Congratulations to Egypt! :)',positive
'Shout out to my boy @JshapMMA who fights tomorrow night on the Las Vegas #rfa card. He\'s put in the work so I don\'t need to wish him luck.',positive
'@lore_x3 Dec 16th. I know it\'s so far and near the end of Sagittarius but I\'m a full blown Sag girl :) lol',positive
'If you\'re on the Isle of Man next Thurs, I\'ll be talking about Safe House and signing books at Waterstones from 6.30pm. @WaterstonesIoM',negative
'PBR & @mokbpresents bring you Jim White at the @Do317 Lounge on October 23rd at 7 pm! http://t.co/7x8OfC56',negative
'Happy Halloween!! Starting this wicked Wednesday off listening to Pink Floyd and Leonard Cohen. Get to take my boys out tonight! Yay!!',positive
'I wonder what Cortese is thinking after watching that 1st half of total wank? As for Boruc you are a disgrace and a complete TWAT. #saintsfc',negative
'Sad I won\'t get to see @ZachMTV on The Challenge: Battle of the Seasons tonight :( I guess I\'ll have to wait until next Wednesday..',negative
'Austin Rivers needs to get stronger, #Spurs guards muscling him tonight. He started and just now scored in 4th. #Hornets',negative
'July 28th National Milk Chocolate Day. You might say milk chocolate is the star of the chocolate (cont) http://t.co/GEBoG3Gl',negative
'On Sunday November 4th Olympus experts will be on hand at the Currys store in Cambridge.  From 10:30am until... http://t.co/skD7NlOY',negative
'Happy Valentines Day <3... only if you live in Brazil, otherwise its just another irritating Monday.',positive
'Okay me and @megnicolelewis are about to watch The Woman In Black. This may be a terrible night.',negative
'@Real_Liam_Payne Saturday I buy my ticket for the #TMHTOUR in Belgium! I\'m so happy!!!!',positive
'This goes way too fast :O Its been already a year that I saw Avril Lavigne in concert <3 October 25 2011, one of the best day of my life :D',positive
'Heh I just remembered I forgot to watch Jonathan Ross. Guess I\'ll watch it tomorrow. I was watching another show and forgot. Schmeh.',negative
'Gambled on Chocolate Day as a successful theme day at work..turns out chdn DO like chocolate. Wed. is Gross Day. Hope kids like gross stuff.',positive
'Harry Redknapp is set to hold talks over the Blackburn job on Tuesday as he prepares for a return to management (Mail)',negative
'@SupremeJuice_ go to the bell game tomorrow I\'ll take you for. A littlle whippa',negative
'If you fancy joining in our A to Z tour of the World Foods of London, come sample Taiwan on Thursday:... http://t.co/avz5Ylvj',positive
'So many choices of gigs this saturday night. The IBB at the Rugby club (which one, there are two up Twmpath?) and... http://t.co/sGKzLaEh',negative
'@multiplexer How does it compare to Diablo III (regardless of how fair that comparison may be)?',negative
'\\\"\"How many continents was The Challenge filmed on?\\\"\" \\\"\"21?\\\"\" okay, what did you fail 2nd grade?',negative
'@TimOcchipinti Were going to be at Boys and Girls Club to clean tomorrow at 10am. They told us to bring boots and gloves. All are welcome.',positive
'Last hectic day in office b4 3 weeks in ASIA. 1st to IFEAT in Singapore. Then Taiwan, HK, CHINA.Then 3 wks of jet lag!Gets to me every time!',negative
'David Letterman had an interesting show on Monday. He is located in New York City. Because of the hurricane he... http://t.co/Rt5ORbLK',positive
'Anonymous asked: Just realized while watchin fri-end that the youtube account that uploaded the video is... http://t.co/ljUqkCaG',negative
'November: my birthday month, election day, a weekend in San Fran with @AdamRGarcia, Naples for Thanksgiving, lots of friends & family. YES.',positive
'@JustSidi yes, i got an email reminder from nikon about this saturday event. if no go back, then we will join the photo exhibition launch.',negative
'I\'ve been on TV a few times now. Still waiting for the call from ITV about Dancing On Ice though. Starting to think I may be TOO famous.',negative
'Slap Shot: Nash, Back From Injury, Skates for Davos: Rick Nash of the New York Rangers returned to action in Switzerland on Tuesday.',negative
'\\\"\"Eleanor was just a fan when she met Louis\\\"\" it\'s funny bc she probaly wasnt a fan like she may have known who they were but she wasn\'t a fan',negative
'Nikon prostaff, can\'t wait to get it on and shoot tomorrow! http://t.co/9z3DQMHu',positive
'@AP I hope they make sure to take care of Eli Manning, Giants Vs Pittsburgh on Sunday #NFL',positive
'@jenscibs they canceled the Frankie date that was supposed to be tomorrow.  So now everyone is going to the rescheduled show in South Bend.',negative
'I\'ve got 2 tickets to see Leonard Cohen in Rosemont, IL on November 23 that I can\'t use. Anyone interested? Face value is about $300.',negative
'@DAIVDHARVEY Also mancs going on about it was there youth/2nd team last night?Thought they put out a decent side seeing they have AFC on Sat',negative
'@MittRomney come on Romney I may not be able to vote from Britain but I COMPLETLEY support you !!! Good Luck !',positive
'WWE #raw should be interesting next week. The Road Dogg returned to WWE at the Royal Rumble and Shawn Michaels is going to be on Raw Monday',positive
'I\'m far too stressed about finishing this essay for tomorrow, so I shall minimise it and play Temple Run. #ProblemSolved',negative
'did all my homework that\'s due in for later this week instead of the homework that\'s due for monday and tuesday, twat',negative
'Saturday Night Live Jeopardy skits with Will Ferrell >',negative
'\\\"\"Kendrick Perkins led the league for the 4th year in a row in SPM (Scowls per minute)\\\"\" literally laughed out loud',positive
'My #MUFC XI for Super Sunday: De Gea, Rafa, Rio, Evans, Evra, Clevz, Nani, Young, Roo, Chicha, RVP. What about you?',negative
'Eli manning best 4th quarter QB in the game!',positive
'I don\'t want a love like Jonny and June, I want a love like Blake and Miranda.',negative
'Lin picks up a loose ball and just trucks Stuckey. Unfortunately, that\'s not allowed, to bench with 4th foul as Pistons reclaim lead, 67-65.',negative
